"Compound ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"Np Likeness Score";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL863";"CYSTEINE";"CISTEINA|CYSTEINE|CYSTEINUM|E 920|E920|E921|FEMA NO. 3263|L-CYSTEINE|NSC-8746";"Small molecule";"4.0";"121.16";"53";"124";"-0.67";"63.32";"3";"3";"0";"2";"N";"0.42";"0";"MOL";"0";"7";"1.14";"C3H7NO2S";"N[C@@H](CS)C(=O)O";"XUJNEKJLAYXESH-REOHCLBHSA-N";"InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1";"False";"0";"['L-CYSTEINE', 'Cysteine', 'L-Cysteine', 'Cysteine', '108', 'L-Cysteine', '1', 'Cysteine', 'cysteine', 'L-Cysteine', 'L-Cys', 'cysteine', '2', 'L-cystine', 'cysteine', '12', 'L-Cystine', 'L-cysteine', 'Cysteine', 'L-Cystine', 'L-cysteine', 'Cysteine', 'L-Cys', 'Cys', '3a', 'Cysteine', 'L-cystein', 'L-cysteine', 'cystein', 'Cys family, cpd1', 'L-cystine', 'L-Cys', 'Cys', 'L-cysteine', 'L-Cystine', '36', 'L-cysteine', 'COVC-0673541552', 'L-cysteine', '5862', 'CYSTEINE', '5862', 'L-cysteine', 'Cysteine', 'cysteine', 'BDBM50109609', 'CYSTEINE']";"['L-CYSTEINE', 'L-Cysteine', 'L-Cysteine', '(R)-2-Amino-3-mercapto-propionic acid', '2-Amino-3-mercapto-propionic acid', '(R)-2-Amino-3-mercapto-propionic acid', '2-Amino-3-mercapto-propionic acid', 'Cysteine', 'cysteine', 'L-Cysteine', '2-Amino-3-mercapto-propionic acid (L-Cys)', 'cysteine', 'L-cysteine', 'L-cystine', 'cysteine', 'L-cysteine', 'L-Cystine', 'L-cysteine', 'Cysteine', 'L-Cystine', 'L-cysteine', '2-Amino-3-mercapto-propionic acid', 'L-cysteine', 'Cysteine', '(R)-2-amino-3-mercaptopropanoic acid', '(R)-2-Amino-3-mercapto-propionic acid', 'L-cystein', 'L-cysteine', 'cystein', '(L)-Cysteine', "(2R,2'R)-3,3'-disulfanediylbis(2-aminopropanoic acid)", 'L-Cys', 'Cysteine', 'L-cysteine', 'L-Cystine', 'L-Cysteine', 'L-cysteine', 'L-CYSTEINE', 'L-cysteine', 'L-Cysteine', 'CYSTEINE', 'L-Cysteine', 'L-cysteine', 'Cysteine', 'cysteine', '(2R)-2-amino-3-mercaptopropanoic acid::(2R)-2-amino-3-sulfanylpropanoic acid::(R)-2-amino-3-mercaptopropanoic acid::CHEMBL863::CYSTEINE::FREE CYSTEINE::L-Cystein::L-Zystein::L-cysteine::US11021454, Compound L-cys', 'CYSTEINE']"
"CHEMBL5945181";"";"";"";"";"324.32";"3";"9";"0.80";"125.18";"8";"0";"0";"6";"N";"0.56";"2";"MOL";"-1";"22";"-1.76";"C12H12N4O5S";"COc1ccc([N+](=O)[O-])c(S(=O)(=O)CCc2cnccn2)n1";"IJVFUZWRMGSRGT-UHFFFAOYSA-N";"InChI=1S/C12H12N4O5S/c1-21-11-3-2-10(16(17)18)12(15-11)22(19,20)7-4-9-8-13-5-6-14-9/h2-3,5-6,8H,4,7H2,1H3";"False";"-1";"['BDBM522174', 'BDBM522174']";"['US11161815, Example 30', 'US11161815, Example 30']"
"CHEMBL5819142";"";"";"";"";"362.35";"2";"6";"1.37";"136.65";"7";"4";"0";"4";"N";"0.41";"3";"MOL";"-1";"25";"-2.05";"C14H11FN6O3S";"CSc1nc(O)c(C(=O)Nc2ccc(-c3c[nH]nn3)c(F)c2)c(=O)[nH]1";"HPBPUXAMLKMKPV-UHFFFAOYSA-N";"InChI=1S/C14H11FN6O3S/c1-25-14-18-12(23)10(13(24)19-14)11(22)17-6-2-3-7(8(15)4-6)9-5-16-21-20-9/h2-5H,1H3,(H,17,22)(H,16,20,21)(H2,18,19,23,24)";"False";"-1";"['BDBM499658']";"['US11020397, Compound Formula-(IIr)']"
"CHEMBL5886562";"";"";"";"";"358.38";"1";"3";"1.25";"125.79";"8";"3";"0";"4";"N";"0.47";"3";"MOL";"-1";"25";"-1.76";"C15H14N6O3S";"CSc1nc(O)c(C(=O)Nc2ccc(-c3cnn[nH]3)cc2)c(=O)n1C";"GTUUWOCWVWCZOI-UHFFFAOYSA-N";"InChI=1S/C15H14N6O3S/c1-21-14(24)11(13(23)18-15(21)25-2)12(22)17-9-5-3-8(4-6-9)10-7-16-20-19-10/h3-7,23H,1-2H3,(H,17,22)(H,16,19,20)";"False";"-1";"['BDBM524214']";"['US11168075, Compound Formula (IIa)']"
"CHEMBL5981505";"";"";"";"";"334.15";"1";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"C12H8F3NO2Se";"Cc1nc(-c2cccc(C(F)(F)F)c2)[se]c1C(=O)O";"MFFJRDFTNYKHRZ-UHFFFAOYSA-N";"InChI=1S/C12H8F3NO2Se/c1-6-9(11(17)18)19-10(16-6)7-3-2-4-8(5-7)12(13,14)15/h2-5H,1H3,(H,17,18)";"False";"-1";"['BDBM352073']";"['US9802907, Compound 86']"
"CHEMBL5556733";"";"";"";"";"284.31";"2";"2";"2.58";"79.29";"3";"2";"0";"4";"N";"0.90";"2";"MOL";"-1";"21";"-1.00";"C16H16N2O3";"CC(C)NC(=O)c1cncc(-c2ccc(C(=O)O)cc2)c1";"WWJFZNRYZSLYFD-UHFFFAOYSA-N";"InChI=1S/C16H16N2O3/c1-10(2)18-15(19)14-7-13(8-17-9-14)11-3-5-12(6-4-11)16(20)21/h3-10H,1-2H3,(H,18,19)(H,20,21)";"False";"-1";"['I5']";"['4-(5-(Isopropylcarbamoyl)pyridin-3-yl)benzoic acid']"
"CHEMBL5207937";"";"";"";"";"417.53";"2";"2";"4.42";"81.70";"5";"1";"0";"10";"N";"0.46";"2";"MOL";"-1";"29";"-0.69";"C22H27NO5S";"CCCCS(=O)(=O)Oc1ccc(/C=C/C(=O)Nc2ccc(CC)cc2)cc1OC";"VTNSEUOBSDQXAA-GXDHUFHOSA-N";"InChI=1S/C22H27NO5S/c1-4-6-15-29(25,26)28-20-13-9-18(16-21(20)27-3)10-14-22(24)23-19-11-7-17(5-2)8-12-19/h7-14,16H,4-6,15H2,1-3H3,(H,23,24)/b14-10+";"False";"-1";"['F18']";"['4-(3-((4-ethylphenyl)amino)-3-oxoprop-1-en-1-yl)-2-methoxyphenyl butane-1-sulfonate']"
"CHEMBL5987172";"";"";"";"";"399.31";"1";"3";"2.46";"136.90";"7";"4";"0";"3";"N";"0.50";"3";"MOL";"-1";"27";"-1.85";"C14H8F3N5O4S";"O=C(Nc1ccc(-c2noc(C(F)(F)F)n2)cc1)c1c(O)[nH]c(=S)[nH]c1=O";"SRTTYDYUCUYRTK-UHFFFAOYSA-N";"InChI=1S/C14H8F3N5O4S/c15-14(16,17)12-19-8(22-26-12)5-1-3-6(4-2-5)18-9(23)7-10(24)20-13(27)21-11(7)25/h1-4H,(H,18,23)(H3,20,21,24,25,27)";"False";"-1";"['BDBM524211']";"['US11168075, Compound Formula (In)']"
"CHEMBL4163955";"";"";"Small molecule";"";"430.27";"1";"1";"3.91";"72.31";"5";"2";"0";"6";"N";"0.31";"2";"MOL";"-1";"22";"-0.74";"C15H15IN2O3S";"CCCCOc1ccc(-c2cc(C(=O)O)nc(S)n2)cc1I";"IGEFDUSKWQAQPF-UHFFFAOYSA-N";"InChI=1S/C15H15IN2O3S/c1-2-3-6-21-13-5-4-9(7-10(13)16)11-8-12(14(19)20)18-15(22)17-11/h4-5,7-8H,2-3,6H2,1H3,(H,19,20)(H,17,18,22)";"False";"-1";"['8d']";"['6-(4-butoxy-3-iodophenyl)-2-mercaptopyrimidine-4-carboxylic acid']"
"CHEMBL5991304";"";"";"";"";"328.29";"1";"3";"-0.86";"167.25";"7";"5";"0";"3";"N";"0.16";"2";"MOL";"-1";"24";"-0.98";"C13H12N8O3";"N/N=C(/Nc1ccc(-c2cnn[nH]2)cc1)C1C(=O)NC(=O)NC1=O";"KDLKTGTYSOKZSZ-UHFFFAOYSA-N";"InChI=1S/C13H12N8O3/c14-19-10(9-11(22)17-13(24)18-12(9)23)16-7-3-1-6(2-4-7)8-5-15-21-20-8/h1-5,9H,14H2,(H,16,19)(H,15,20,21)(H2,17,18,22,23,24)";"False";"-1";"['BDBM524197']";"['US11168075, Compound Formula (Id)']"
"CHEMBL6040974";"";"";"";"";"412.35";"1";"3";"2.25";"136.65";"7";"4";"0";"4";"N";"0.38";"3";"MOL";"-1";"28";"-1.74";"C15H11F3N6O3S";"CSc1nc(O)c(C(=O)Nc2ccc(-c3c[nH]nn3)c(C(F)(F)F)c2)c(=O)[nH]1";"YACQTVAUSGFMAR-UHFFFAOYSA-N";"InChI=1S/C15H11F3N6O3S/c1-28-14-21-12(26)10(13(27)22-14)11(25)20-6-2-3-7(9-5-19-24-23-9)8(4-6)15(16,17)18/h2-5H,1H3,(H,20,25)(H,19,23,24)(H2,21,22,26,27)";"False";"-1";"['BDBM499682']";"['US11020397, Compound Formula-(II6)']"
"CHEMBL5429096";"";"";"";"";"365.78";"1";"1";"3.95";"96.10";"5";"1";"0";"5";"N";"0.74";"3";"MOL";"-1";"26";"-1.22";"C19H12ClN3O3";"N#Cc1cccc(COc2ccc(-c3ncc(C(=O)O)cn3)cc2)c1Cl";"SWCVPZICRIKYCQ-UHFFFAOYSA-N";"InChI=1S/C19H12ClN3O3/c20-17-13(8-21)2-1-3-14(17)11-26-16-6-4-12(5-7-16)18-22-9-15(10-23-18)19(24)25/h1-7,9-10H,11H2,(H,24,25)";"False";"-1";"['125']";"['2-(4-((2-chloro-3-cyanobenzyl)oxy)phenyl)pyrimidine-5-carboxylic acid']"
"CHEMBL4225688";"";"";"Small molecule";"";"308.34";"1";"1";"3.73";"64.69";"5";"0";"0";"5";"N";"0.41";"3";"MOL";"-1";"23";"-0.71";"C18H16N2O3";"C/C(=N\OC(=O)CCc1ccccc1)c1nc2ccccc2o1";"QIJKTYUZHJOFDZ-DEDYPNTBSA-N";"InChI=1S/C18H16N2O3/c1-13(18-19-15-9-5-6-10-16(15)22-18)20-23-17(21)12-11-14-7-3-2-4-8-14/h2-10H,11-12H2,1H3/b20-13+";"False";"-1";"['7h']";"['(E)-1-(Benzo[d]oxazol-2-yl)ethanone O-(3-phenylpropanoyl)oxime']"
"CHEMBL5825705";"";"";"";"";"313.28";"1";"3";"-0.01";"163.40";"6";"6";"1";"3";"N";"0.29";"3";"MOL";"-1";"23";"-1.08";"C13H11N7O3";"N=C(Nc1ccc(-c2c[nH]nn2)cc1)c1c(O)[nH]c(=O)[nH]c1=O";"VAKMUAWZCDDOIH-UHFFFAOYSA-N";"InChI=1S/C13H11N7O3/c14-10(9-11(21)17-13(23)18-12(9)22)16-7-3-1-6(2-4-7)8-5-15-20-19-8/h1-5H,(H2,14,16)(H,15,19,20)(H3,17,18,21,22,23)";"False";"-1";"['BDBM524194']";"['US11168075, Compound Formula (Ia)']"
"CHEMBL5170165";"";"";"";"";"377.79";"1";"1";"3.42";"107.45";"5";"2";"0";"4";"N";"0.57";"4";"MOL";"-1";"27";"-1.33";"C19H12ClN5O2";"N#Cc1cc(-c2ncc3c(=O)[nH][nH]c3n2)ccc1OCc1ccc(Cl)cc1";"VDEJZMWVYVFERO-UHFFFAOYSA-N";"InChI=1S/C19H12ClN5O2/c20-14-4-1-11(2-5-14)10-27-16-6-3-12(7-13(16)8-21)17-22-9-15-18(23-17)24-25-19(15)26/h1-7,9H,10H2,(H2,22,23,24,25,26)";"False";"-1";"['19g']";"['6-[4-(4-chlorobenzyloxy)-3-cyanophenyl]-1,2-dihydro-3H-pyrazolo[3,4-d]pyrimidin-3-one']"
"CHEMBL4174606";"";"";"Small molecule";"";"444.29";"1";"1";"4.16";"72.31";"5";"2";"0";"6";"N";"0.40";"2";"MOL";"-1";"23";"-0.66";"C16H17IN2O3S";"CC(C)CCOc1ccc(-c2cc(C(=O)O)nc(S)n2)cc1I";"CZNWOGJNDKRJPJ-UHFFFAOYSA-N";"InChI=1S/C16H17IN2O3S/c1-9(2)5-6-22-14-4-3-10(7-11(14)17)12-8-13(15(20)21)19-16(23)18-12/h3-4,7-9H,5-6H2,1-2H3,(H,20,21)(H,18,19,23)";"False";"-1";"['8c']";"['6-(3-iodo-4-(isopentyloxy)phenyl)-2-mercaptopyrimidine-4-carboxylic acid']"
"CHEMBL5939746";"";"";"";"";"413.25";"1";"3";"2.54";"136.65";"7";"4";"0";"4";"N";"0.38";"3";"MOL";"-1";"26";"-1.71";"C14H10Cl2N6O3S";"CSc1nc(O)c(C(=O)Nc2c(Cl)cc(-c3c[nH]nn3)cc2Cl)c(=O)[nH]1";"DIWWNGJCSZIMEQ-UHFFFAOYSA-N";"InChI=1S/C14H10Cl2N6O3S/c1-26-14-19-12(24)9(13(25)20-14)11(23)18-10-6(15)2-5(3-7(10)16)8-4-17-22-21-8/h2-4H,1H3,(H,18,23)(H,17,21,22)(H2,19,20,24,25)";"False";"-1";"['BDBM499667']";"['US11020397, Compound Formula-(IIy)']"
"CHEMBL5997929";"";"";"";"";"382.26";"1";"6";"0.82";"156.62";"6";"5";"0";"3";"N";"0.45";"3";"MOL";"-1";"27";"-1.57";"C14H9F3N6O4";"O=C(Nc1ccc(-c2nc(C(F)(F)F)n[nH]2)cc1)c1c(O)[nH]c(=O)[nH]c1=O";"KGRKLKULCGGVAO-UHFFFAOYSA-N";"InChI=1S/C14H9F3N6O4/c15-14(16,17)12-19-8(22-23-12)5-1-3-6(4-2-5)18-9(24)7-10(25)20-13(27)21-11(7)26/h1-4H,(H,18,24)(H,19,22,23)(H3,20,21,25,26,27)";"False";"-1";"['BDBM458102', 'BDBM458102']";"['US10752613, Compound Formula (Ie)::US11161835, Compound Formula (Ie)', 'US10752613, Compound Formula (Ie)::US11161835, Compound Formula (Ie)']"
"CHEMBL5814665";"";"";"";"";"390.40";"2";"6";"2.15";"136.65";"7";"4";"0";"5";"N";"0.39";"3";"MOL";"-1";"27";"-2.01";"C16H15FN6O3S";"CC(C)Sc1nc(O)c(C(=O)Nc2ccc(-c3c[nH]nn3)c(F)c2)c(=O)[nH]1";"IHNKIPMNBSGQSG-UHFFFAOYSA-N";"InChI=1S/C16H15FN6O3S/c1-7(2)27-16-20-14(25)12(15(26)21-16)13(24)19-8-3-4-9(10(17)5-8)11-6-18-23-22-11/h3-7H,1-2H3,(H,19,24)(H,18,22,23)(H2,20,21,25,26)";"False";"-1";"['BDBM499665']";"['US11020397, Compound Formula-(IIw)']"
"CHEMBL6028932";"";"";"";"";"395.40";"2";"6";"1.78";"149.54";"8";"4";"0";"4";"N";"0.30";"4";"MOL";"-1";"28";"-1.73";"C17H13N7O3S";"CSc1nc(O)c(C(=O)Nc2ccc3nc(-c4c[nH]nn4)ccc3c2)c(=O)[nH]1";"OFBXBTILCTZGAY-UHFFFAOYSA-N";"InChI=1S/C17H13N7O3S/c1-28-17-21-15(26)13(16(27)22-17)14(25)19-9-3-5-10-8(6-9)2-4-11(20-10)12-7-18-24-23-12/h2-7H,1H3,(H,19,25)(H,18,23,24)(H2,21,22,26,27)";"False";"-1";"['BDBM499686']";"['US11020397, Compound Formula-(II10)']"
"CHEMBL5803335";"";"";"";"";"440.41";"2";"6";"3.03";"136.65";"7";"4";"0";"5";"N";"0.35";"3";"MOL";"-1";"30";"-1.79";"C17H15F3N6O3S";"CC(C)Sc1nc(O)c(C(=O)Nc2ccc(-c3c[nH]nn3)cc2C(F)(F)F)c(=O)[nH]1";"IZHSIQHGLLEGIQ-UHFFFAOYSA-N";"InChI=1S/C17H15F3N6O3S/c1-7(2)30-16-23-14(28)12(15(29)24-16)13(27)22-10-4-3-8(11-6-21-26-25-11)5-9(10)17(18,19)20/h3-7H,1-2H3,(H,22,27)(H,21,25,26)(H2,23,24,28,29)";"False";"-1";"['BDBM499683']";"['US11020397, Compound Formula-(II7)']"
"CHEMBL5904234";"";"";"";"";"362.35";"2";"6";"1.37";"136.65";"7";"4";"0";"4";"N";"0.41";"3";"MOL";"-1";"25";"-2.09";"C14H11FN6O3S";"CSc1nc(O)c(C(=O)Nc2ccc(-c3c[nH]nn3)cc2F)c(=O)[nH]1";"JMWWCLDDKDQGNY-UHFFFAOYSA-N";"InChI=1S/C14H11FN6O3S/c1-25-14-18-12(23)10(13(24)19-14)11(22)17-8-3-2-6(4-7(8)15)9-5-16-21-20-9/h2-5H,1H3,(H,17,22)(H,16,20,21)(H2,18,19,23,24)";"False";"-1";"['BDBM499659']";"['US11020397, Compound Formula-(IIs)']"
"CHEMBL8145";"DAIDZEIN";"4',7-DIHYDROXYISOFLAVONE|DAIDZEIN";"Small molecule";"2.0";"254.24";"153";"427";"2.87";"70.67";"4";"2";"0";"1";"N";"0.70";"3";"MOL";"0";"19";"0.83";"C15H10O4";"O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12";"ZQSIJRDFPHDXIC-UHFFFAOYSA-N";"InChI=1S/C15H10O4/c16-10-3-1-9(2-4-10)13-8-19-14-7-11(17)5-6-12(14)15(13)18/h1-8,16-17H";"False";"0";"['SID124879929', 'Daidzein', 'Daidzein', 'Daidzein', '5', '12', 'Daidzein', 'SID50113498', '668', 'daidzein', 'daidzein', 'Daidzein', 'daidzein', '11', 'Daidzein', 'Diadzein', 'SID50085965', '8', 'DAI (24)', '25', 'SID26752188', 'SID26752189', '18', '8', 'Daidzein', 'daidzein', '2', 'SID124879932', '19', '17', 'daidzein', 'daidzein', '18', '31', '1', 'daidzein', 'Daidzein', 'SID26747166', 'SID17389519', 'SID124879927', 'SID11114077', 'Daidzein', 'Daidzein', '4', 'SID90341229', '18', 'daidzein', 'Daid', '8', '17', 'Dzaidzein', 'SID144213952', 'SID144208642', 'SID124879930', 'DAIDZEIN', '34', 'Daidzein', 'SID50126369', 'SID46500432', '2', 'Daidzein', '2', '2', 'BDBM23420', '17', '1', 'Daidzein', 'daidzein', '5', 'Daidzein', '2', '26', '1', '12', '31', 'Daidzein', '4', '43', '1', 'Daidzein', '11', 'Daidzein', '40', 'SID174007201', 'SID50113497', '4', '18', '87', 'SID26747167', 'SID85231010', 'SID50104845', 'SID50104846', 'SID11111095', "7,4'-dihydroxyisoflavone", 'daidzein', '28', 'SID50104847', '17', 'SID124879933', 'Daidzein', 'Daidzein', "4',7-Dihydroxyisoflavanone", 'Daidzein', 'DAIDZEIN', 'COVC-3362525253', '1', '80', 'DAIDZEIN', 'Daidzein', '41', '25', 'Daidzein', "4',7-Dihydroxyisoflavanone", 'Daidzein', 'Daidzein', 'Daidzein', 'daidzein', 'Daidzein', '1', 'Daidzein', 'Daidzein', 'Daidzein']";"['SID124879929', '7-Hydroxy-3-(4-hydroxy-phenyl)-chromen-4-one', '7-Hydroxy-3-(4-hydroxy-phenyl)-chromen-4-one', '7-Hydroxy-3-(4-hydroxy-phenyl)-chromen-4-one', 'daidzein', 'Daidzein', 'Daidzein', 'SID50113498', None, 'daidzein', 'daidzein', "4',7-Dihydroxyisoflavone", 'daidzein', 'Diadzein', 'Daidzein', 'Diadzein', 'SID50085965', 'Diadzein', '7-Hydroxy-3-(4-hydroxy-phenyl)-chromen-4-one', 'Daidzein', 'SID26752188', 'SID26752189', 'Daidzein', '7-hydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one', 'Daidzein', '7-hydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one', 'Daidzein', 'SID124879932', 'daidzein', 'Daidzein', 'daidzein', 'daidzein', 'daidzein', '7-hydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one', 'Daidzein', 'daidzein', 'Daidzein', 'SID26747166', 'SID17389519', 'SID124879927', 'SID11114077', 'Daidzein', 'Daidzein', 'Daidzein', 'SID90341229', 'Daidzein', 'daidzein', 'Daidzein', 'Daidzein', 'Daidzein', 'Dzaidzein', 'SID144213952', 'SID144208642', 'SID124879930', 'DAIDZEIN', 'Daidzein', 'Daidzein', 'SID50126369', 'SID46500432', '7-Hydroxy-3-(4-hydroxy-phenyl)-chromen-4-one', 'Daidzein', '7-Hydroxy-3-(4-hydroxy-phenyl)-chromen-4-one', '7-Hydroxy-3-(4-hydroxy-phenyl)-chromen-4-one', '7,4&#8242;-Dihydroxy-isoflavone (3a)::7-hydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one::CHEMBL8145::Daidzein::US8552057, 7', 'daidzein', 'daidzein', 'Daidzein', 'daidzein', '7-Hydroxy-3-(4-hydroxy-phenyl)-chromen-4-one', 'Daidzein', 'daidzein', 'daidzein', 'Daidzein', 'daidzein', 'Daidzein', 'Daidzein', 'Daidzein', 'daidzein', 'Daidzein', 'Daidzein', 'Daidzein', 'Daidzein', 'Daidzein', 'SID174007201', 'SID50113497', 'Daidzein', 'Daidzein', 'daidzein', 'SID26747167', 'SID85231010', 'SID50104845', 'SID50104846', 'SID11111095', "7,4'-dihydroxyisoflavone", '7-O-glucosyl-40-hydroxyisoflavone', 'Daidzein', 'SID50104847', '7-hydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one', 'SID124879933', 'Daidzein', 'Daidzein', "4',7-Dihydroxyisoflavanone", 'Daidzein', 'DAIDZEIN', 'DAIDZEIN', 'Daidzein', 'Daidzein', 'DAIDZEIN', 'Daidzein', 'Daidzein', '7-hydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one', 'Daidzein', "4',7-Dihydroxyisoflavanone", 'Daidzein', 'Daidzein', 'Daidzein', 'daidzein', 'Daidzein', 'Daidzein', 'Daidzein', 'Daidzein', 'Daidzein']"
"CHEMBL301523";"PHENYLALANINE";"FEMA NO. 3585|FENILALANINA|L-PHENYLALANINE|LAEVO-PHENYL ALANINE|NSC-79477|PHENYLALANINE";"Small molecule";"3.0";"165.19";"105";"267";"0.64";"63.32";"2";"2";"0";"3";"N";"0.69";"1";"MOL";"0";"12";"0.48";"C9H11NO2";"N[C@@H](Cc1ccccc1)C(=O)O";"COLNVLDHVKWLRT-QMMMGPOBSA-N";"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1";"False";"0";"['Phe', 'Phenylalanine', 'L-phenylalanine', '5', 'Ph(phenyl alanine)', '18; L-Phe', 'phenylalanine', 'Phe', '3, L-Phe', 'L-Phenylalanine', 'L-Phenylalanine', '3', 'L-Phe', '3; L-Phe', 'L-phenylalanine', 'SID26753740', '3', '3, L-Phe', '3', 'Phenylalanine', 'L-phenylalanine', '3, L-Phe', 'Phe', 'L-Phenylalanine', 'L-Phenylalanine', 'L-phenylalanine', 'SID124877007', 'NBD-FRP', 'FRP', 'Phenylalanine', 'PHENYLALANINE', '3', 'L-Phenylalanine', 'C-phenylalanine', '2', '7', '3, L-Phe', '3', 'SID124877010', '3', 'Phenylalanine (table SV)', '3', '3', 'L-phenylalanine', 'L-phenyl alanine', '3', 'SID4252550', 'L-phenylalanine', '3', '1', 'L-Phe', 'L-Phenyl alanine', 'L-Phenyl alanine', '3', 'Phenylalanine', 'L-Phenylalanine', 'Phenylalanine', 'PHENYLALANINE', '50', '3', 'Phenylalanine', 'COVC-0678830918', '1a', 'Phenylalanine', '8', 'phenylalanine', 'L-Phe', 'Phenylalanine', 'L-Phe', 'L-phenylalanine', 'L-Phe', 'BDBM18073', 'PHENYLALANINE']";"['2-Amino-3-phenyl-propionic acid', '2-Amino-3-phenyl-propionic acid', 'L-phenylalanine', '2-Amino-3-phenyl-propionic acid', '2-Amino-3-phenyl-propionic acid', 'L-Phenylalanine', '2-Amino-3-phenyl-propionic acid', '2-Amino-3-phenyl-propionic acid', '(S)-2-amino-3-phenylpropanoic acid', '(S)-2-Amino-3-phenyl-propionic acid', 'L-Phenylalanine', 'L-Phe', 'L-phenylalanine', '(S)-2-amino-3-phenylpropanoic acid', 'L-phenylalanine', 'SID26753740', 'L-Phe', '(S)-2-amino-3-phenylpropanoic acid', '(S)-2-amino-3-phenylpropanoic acid', 'Phenylalanine', 'L-phenylalanine', 'L-Phenylalanine', 'Phenylalanine', 'L-Phenylalanine', 'L-Phenylalanine', 'L-phenylalanine', 'SID124877007', 'NBD-phenylalanine', 'phenylalanine', '2-Amino-3-phenyl-propionic acid (Phenylalanine)', 'PHENYLALANINE', 'L-phe', '2-amino-3-phenylpropanoic acid (L-phenylalanine)', '(S)-2-amino-3-phenylpropanoic acid', 'L-phenylalanine', '(S)-2-amino-3-phenylpropanoic acid', '(S)-2-amino-3-phenylpropanoic acid', 'L-Phe', 'SID124877010', 'L-Phenylalanine', 'Phenylalanine', 'L-Phe', 'L-Phe', 'L-phenylalanine', 'L-phenyl alanine', '(S)-2-amino-3-phenylpropanoic acid', 'SID4252550', 'L-phenylalanine', '(S)-2-amino-3-phenylpropanoic acid', 'L-phenylalanine', 'L-Phe', 'L-Phenyl alanine', 'L-Phenyl alanine', '(S)-2-amino-3-phenylpropanoic acid', 'Phenylalanine', 'L-Phenylalanine', 'Phenylalanine', 'PHENYLALANINE', '(S)-2-amino-3-phenylpropanoic acid; Phenylalanine', 'L-Phenylalanine', 'Phenylalanine', 'D-PHENYLALANINE', 'Phenylalanine', 'Phenylalanine', 'L-phenylalanine', 'phenylalanine', 'L-Phenylalanine', 'Phenylalanine', 'L-Phenylalanine', 'L-phenylalanine', 'L-Phenylalanine', '(2S)-2-amino-3-phenylpropanoic acid::CHEMBL301523::L-[2,3,4,5,6-3H]phenylalanine::L-phenylalanine::Phenylalanine::US11021454, Compound L-phe', 'PHENYLALANINE']"
