"Compound ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"Np Likeness Score";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL73930";"TANGERETIN";"";"Small molecule";"";"372.37";"103";"176";"3.50";"76.36";"7";"0";"0";"6";"N";"0.66";"3";"MOL";"-1";"27";"0.83";"C20H20O7";"COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1";"ULSUXBXHSYSGDT-UHFFFAOYSA-N";"InChI=1S/C20H20O7/c1-22-12-8-6-11(7-9-12)14-10-13(21)15-16(23-2)18(24-3)20(26-5)19(25-4)17(15)27-14/h6-10H,1-5H3";"False";"-1";"['63', '10', 'Tangeretin', '7', '12', '2, Tangeritin', '32', 'Tangeretin (Tangeritin)', '6', 'Tangeretin', 'Tangeretin', 'Tangeretin', 'SID104265', 'Tangeretin', 'TAN, tangeretin', 'tangeretin', 'SID26749867', '4', 'TANGERITIN', '19, Tangeritin', '22', '5', 'IX', '6a', '18', 'Tangeretin', '3', 'Tangeretin', '6c, Tangeretin', 'IN-327', 'NSC-53909', 'SID93576934', 'TANGERETIN (TANGERITIN)', 'Tangeretin (Tangeritin)', 'Tangeretin (Tangeritin)', '48', '65']";"['5,6,7,8-Tetramethoxy-2-(4-methoxy-phenyl)-chromen-4-one', 'Tangeretin', 'Tangeretin', 'Tangeretin', 'Tangeretin', '5,6,7,8-tetramethoxy-2-(4-methoxyphenyl)-4H-chromen-4-one', 'tangeretin', 'Tangeretin (Tangeritin)', 'tangeretin', "5,6,7,8,4'-pentamethoxyflavone", 'Tangeretin', 'Tangeretin', 'SID104265', "5,6,7,8,4'-pentamethoxyflavone", '5,6,7,8-tetramethoxy-2-(4-methoxyphenyl)-4H-chromen-4-one', 'tangeretin', 'SID26749867', '5,6,7,8-tetramethoxy-2-(4-methoxyphenyl)-4H-chromen-4-one', 'TANGERITIN', "4',5,6,7,8-pentamethoxy flavone", '5,6,7,8-tetramethoxy-2-(4-methoxyphenyl)-4H-chromen-4-one', 'Tangeretin', 'tangeretin', 'Tangeretin', 'Tangeretin', 'Tangeretin', 'Tangeretin', 'Tangeretin', "4',5,6,7,8-Pentamethoxyflavone", 'tangeretin', '5,6,7,8-tetramethoxy-2-(4-methoxyphenyl)-4H-chromen-4-one', 'SID93576934', 'TANGERETIN (TANGERITIN)', 'Tangeretin (Tangeritin)', 'Tangeretin (Tangeritin)', 'Tangeretin', 'Tangeritin']"
"CHEMBL4105184";"";"";"Small molecule";"";"288.70";"1";"2";"1.75";"98.82";"5";"3";"0";"3";"N";"0.50";"3";"MOL";"-1";"20";"-1.85";"C12H9ClN6O";"O=c1nc(N/N=C/c2ccc(Cl)cc2)c2cn[nH]c2[nH]1";"JHZIBQFFARVZJV-LHHJGKSTSA-N";"InChI=1S/C12H9ClN6O/c13-8-3-1-7(2-4-8)5-14-18-10-9-6-15-19-11(9)17-12(20)16-10/h1-6H,(H3,15,16,17,18,19,20)/b14-5+";"False";"-1";"['173']";"['4-(2-(4-chlorobenzylidene)hydrazinyl)-1H-pyrazolo[3,4-d]pyrimidin-6(7H)-one']"
"CHEMBL83516";"";"";"Small molecule";"";"256.33";"1";"1";"1.61";"101.13";"6";"3";"0";"7";"N";"0.30";"1";"MOL";"-1";"17";"-1.04";"C10H16N4O2S";"CCCCCSc1nc(N)c(NC=O)c(O)n1";"UJNBGGDNLKTDMN-UHFFFAOYSA-N";"InChI=1S/C10H16N4O2S/c1-2-3-4-5-17-10-13-8(11)7(12-6-15)9(16)14-10/h6H,2-5H2,1H3,(H,12,15)(H3,11,13,14,16)";"False";"-1";"['2e']";"['N-(4-Amino-6-oxo-2-pentylsulfanyl-1,6-dihydro-pyrimidin-5-yl)-formamide']"
"CHEMBL3594387";"";"";"Small molecule";"";"370.36";"3";"4";"3.50";"117.20";"6";"3";"0";"7";"N";"0.54";"3";"MOL";"-1";"27";"0.99";"C20H18O7";"O=C(O)CCCCOc1cc(O)cc2oc(-c3ccc(O)cc3)cc(=O)c12";"PMVWZMGQXASFRL-UHFFFAOYSA-N";"InChI=1S/C20H18O7/c21-13-6-4-12(5-7-13)16-11-15(23)20-17(9-14(22)10-18(20)27-16)26-8-2-1-3-19(24)25/h4-7,9-11,21-22H,1-3,8H2,(H,24,25)";"False";"-1";"['11c']";"['5-(7-hydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-5-yloxy)pentanoic acid']"
"CHEMBL3594380";"";"";"Small molecule";"";"356.33";"2";"2";"3.11";"117.20";"6";"3";"0";"6";"N";"0.58";"3";"MOL";"-1";"26";"0.82";"C19H16O7";"O=C(O)CCCOc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1";"HETCMPWARKLRJC-UHFFFAOYSA-N";"InChI=1S/C19H16O7/c20-12-8-14(21)19-15(22)10-16(26-17(19)9-12)11-3-5-13(6-4-11)25-7-1-2-18(23)24/h3-6,8-10,20-21H,1-2,7H2,(H,23,24)";"False";"-1";"['7b']";"['4-(4-(5,7-dihydroxy-4-oxo-4H-chromen-2-yl)phenoxy)butanoic acid']"
"CHEMBL3594375";"";"";"Small molecule";"";"370.36";"2";"2";"3.50";"117.20";"6";"3";"0";"7";"N";"0.54";"3";"MOL";"-1";"27";"0.88";"C20H18O7";"O=C(O)CCCCOc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1";"UZZZJUNMAGSTIR-UHFFFAOYSA-N";"InChI=1S/C20H18O7/c21-13-6-4-12(5-7-13)17-11-16(23)20-15(22)9-14(10-18(20)27-17)26-8-2-1-3-19(24)25/h4-7,9-11,21-22H,1-3,8H2,(H,24,25)";"False";"-1";"['3c']";"['5-(5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-7-yloxy)pentanoic acid']"
"CHEMBL4099514";"";"";"Small molecule";"";"612.54";"1";"1";"-1.38";"240.36";"15";"7";"3";"11";"N";"0.14";"2";"MOL";"-1";"43";"1.67";"C27H32O16";"COc1cc(C(=O)OC[C@@]2(O)CO[C@@H](O[C@H]3[C@H](Oc4ccc(C(=O)O)cc4OC)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@@H]2O)ccc1O";"VDNBKSIMLSGEHD-PFZBONPLSA-N";"InChI=1S/C27H32O16/c1-37-16-8-13(3-5-14(16)29)24(35)39-10-27(36)11-40-26(22(27)32)43-21-20(31)19(30)18(9-28)42-25(21)41-15-6-4-12(23(33)34)7-17(15)38-2/h3-8,18-22,25-26,28-32,36H,9-11H2,1-2H3,(H,33,34)/t18-,19-,20+,21-,22+,25-,26+,27-/m1/s1";"False";"-1";"['9']";"['Brachyanin C']"
"CHEMBL3127125";"";"";"Small molecule";"";"280.21";"3";"3";"1.91";"95.56";"4";"2";"0";"1";"N";"0.83";"2";"MOL";"-1";"20";"-1.45";"C12H7F3N4O";"N#Cc1cc(-c2cc(=O)[nH]c(N)n2)cc(C(F)(F)F)c1";"HUVKDFUYQUSEDF-UHFFFAOYSA-N";"InChI=1S/C12H7F3N4O/c13-12(14,15)8-2-6(5-16)1-7(3-8)9-4-10(20)19-11(17)18-9/h1-4H,(H3,17,18,19,20)";"False";"-1";"['24']";"['3-(2-amino-6-oxo-1,6-dihydropyrimidin-4-yl)-5-(trifluoromethyl)benzonitrile']"
"CHEMBL4093409";"";"";"Small molecule";"";"519.51";"2";"2";"3.84";"158.69";"9";"5";"1";"8";"N";"0.13";"4";"MOL";"-1";"38";"0.52";"C28H25NO9";"COC(=O)[C@H](Cc1ccc(O)c(O)c1)NC(=O)/C=C/c1ccc(OC)c2oc(-c3ccc(O)c(O)c3)cc12";"HVILPUWZGGDXAJ-IUYMFKLXSA-N";"InChI=1S/C28H25NO9/c1-36-24-9-5-16(18-14-25(38-27(18)24)17-4-8-21(31)23(33)13-17)6-10-26(34)29-19(28(35)37-2)11-15-3-7-20(30)22(32)12-15/h3-10,12-14,19,30-33H,11H2,1-2H3,(H,29,34)/b10-6+/t19-/m0/s1";"False";"-1";"['9a']";"['Methyl (S,E)-3-(3,4-dihydroxyphenyl)-2-(3-(2-(3,4-dimethoxyphenyl)-7-methoxybenzofuran-4-yl)acrylamido)propanoate']"
"CHEMBL4105229";"";"";"Small molecule";"";"959.13";"1";"1";"0.72";"301.05";"18";"10";"3";"10";"N";"0.13";"0";"MOL";"-1";"67";"2.32";"C48H78O19";"CC(=O)OC[C@H]1O[C@@H](OC[C@]2(C)[C@@H]3CC[C@]4(C)[C@H](CC[C@@H]5[C@@H]6C[C@](C)(O)CC[C@]6(C(=O)O)CC[C@]54C)[C@@]3(C)CC[C@@H]2O)[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H](O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O";"UUQYRTHJYODWPW-FHDFEWCESA-N";"InChI=1S/C48H78O19/c1-22-31(52)34(55)36(57)40(64-22)67-38-37(66-39-35(56)32(53)26(50)19-62-39)33(54)27(20-61-23(2)49)65-41(38)63-21-45(5)28-10-13-47(7)29(44(28,4)12-11-30(45)51)9-8-24-25-18-43(3,60)14-16-48(25,42(58)59)17-15-46(24,47)6/h22,24-41,50-57,60H,8-21H2,1-7H3,(H,58,59)/t22-,24+,25-,26-,27+,28+,29+,30-,31+,32-,33+,34+,35+,36-,37-,38+,39-,40-,41+,43+,44-,45+,46+,47+,48-/m0/s1";"False";"-1";"['3']";"['3beta,20alpha,24-trihydroxy-29-norolean-12-en-28-oic acid 24-O-beta-L-fucopyranosyl(1->2)-[alpha-L-arabinopyranosyl-(1->3)]-6-O-acetyl-beta-D-glucopyranoside']"
"CHEMBL27246";"CINNAMIC ACID";"";"Small molecule";"";"148.16";"86";"241";"1.78";"37.30";"1";"1";"0";"2";"Y";"0.65";"1";"MOL";"-1";"11";"0.40";"C9H8O2";"O=C(O)/C=C/c1ccccc1";"WBYWAXJHAXSJNI-VOTSOKGWSA-N";"InChI=1S/C9H8O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H,10,11)/b7-6+";"False";"-1";"['CN', '18', 'Cinnamic acid', '1', '34, Cinnamicacid', '12', 'CA', '28', '1a', '17', 'trans-Cinnamic acid (34)', '13', '27', '1917', 'SID144212454', 'trans-cinnamic acid', 'cinnamic acid', '77 (table SVIII)', '4', '1', 'trans-cinnamic acid', '17', 'Cinnamic acid', '16a', 'Cinnamic acid', '4', 'Cin-COOH', 'Cinnamic acid', 'Cinnamic acid', 'Cinnamic acid', '27', 'PHE2', '25, IWR-1', '11', '19', 'Cinnamic acid', '42', 'E-cinnamic acid', '14', 'CA', 'cinnamic acid', 'cinnamicacid', 'Cinnamic acid', '1d', '25', '1a', 'cinnamic acid', '15', 'Cinnamic acid', '7', '1b', 'CA', 'CA', 'Cinnamic acid', '9', '22', '8', 'Cinnamic acid', 'Cinnamic acid', 'Cinnamic acid', 'Cinnamic acid', 'trans-Cinnamic acid', 'Cinnamic acid', 'Trans-cinnamic acid', 'Cinnamic acid', 'Cinnamic acid', '4a', 'Cinnamic acid', 'Cinnamic acid', 'CIN']";"['Tran-scinnamic acid', '(E)-3-Phenyl-acrylic acid', 'Cinnamic acid', '(E)-3-Phenyl-acrylic acid', '(E)-3-phenylprop-2-enoicacid', '(E)-3-Phenyl-acrylic acid', 'Cinnamic acid', 'trans-cinnamic acid', '(E)-3-Phenyl-acrylic acid', '(E)-cinnamic acid', '(E)-3-Phenyl-acrylic acid', 'cinnamic acid', '(E)-3-Phenyl-acrylic acid', None, 'SID144212454', 'trans-cinnamic acid', 'cinnamic acid', '(2E)-3-phenylprop-2-enoic acid', 'cinnamic acid', 'cinnamic acid', 'trans-cinnamic acid', 'cinnamic acid', 'Cinnamic acid', 'trans-cinnamic acid', 'Cinnamic acid', 'Cinnamic acid', 'Cinnamic acid', 'Cinnamic acid', 'Cinnamic acid', 'Cinnamic acid', 'trans-cinnamic acid', 'Cinnamic acid', 'cinnamic acid', 'Trans-cinnamic acid', 'trans-cinnamic acid', 'Cinnamic acid', 'trans-cinnamic acid', 'E-cinnamic acid', 'Cinnamic acid', 'cinnamic acid', 'cinnamic acid', 'cinnamicacid', 'Cinnamic acid', 'Cinnamic acid', 'Cinnamic acid', 'cinnamic acid', 'cinnamic acid', 'cinnamic acid', 'Cinnamic acid', '(E)-cinnamic acid', 'cinnamic acid', 'Cinnamic acid', 'Cinnamic acid', 'Cinnamic acid', '3-phenylprop-2-enoic acid', 'Cinnamic acid', 'Cinnamic acid', 'Cinnamic acid', 'Cinnamic acid', 'Cinnamic acid', 'Cinnamic acid', '(E)-3-phenylprop-2-enoic acid', 'Cinnamic acid', '3-Phenylacrylic acid', '3-phenyl propenoic acid', 'Cinnamic acid', 'Cinnamic acid', 'Cinnamic acid', 'Cinnamic acid', 'Cinnamic acid']"
"CHEMBL323197";"MANGOSTIN";"";"Small molecule";"";"410.47";"122";"458";"5.09";"100.13";"6";"3";"1";"5";"N";"0.40";"3";"MOL";"-1";"30";"1.86";"C24H26O6";"COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C";"GNRIZKKCNOBBMO-UHFFFAOYSA-N";"InChI=1S/C24H26O6/c1-12(2)6-8-14-16(25)10-19-21(22(14)27)23(28)20-15(9-7-13(3)4)24(29-5)17(26)11-18(20)30-19/h6-7,10-11,25-27H,8-9H2,1-5H3";"False";"-1";"['1', '6', 'alpha-Mangostin', '3', '1', 'SID124882890', 'NSC-30552', '1; Table1, 15', 'alpha-mangostin', '1', 'SID11113168', '13', 'SID26749746', 'SID26749747', '16', '1', '1', 'S74', 'alpha-M; S31', 'alpha-mangostin', '1', '1', 'SID124882891', 'SID124882892', '5', '5', '1', 'alpha-MANGOSTIN', '8', '172', 'alpha-mangostin', '1', 'alpha-mangostin', '201', '1', '4', 'alpha-mangostin', '0030552:01', 'alpha-Mangostin', 'SID26753771', 'Alpha-mangostin', '23', 'alpha-mangostin', '97', '1', '6', '7', 'alpha-mangostin', 'SST0673', '25', '60', 'alpha-Mangostin', 'alpha-Mangostin', '100', '12', 'NSC27593', '48', '4', 'Alpha-Mangostin', '35', 'a-Mangostin', '21', '36', '105', 'alpha-Mangostin', '10', '1; alpha-MG', '62', '7', '13']";"['1,3,6-Trihydroxy-7-methoxy-2,8-bis-(3-methyl-but-2-enyl)-xanthen-9-one', 'alpha-Mangostin', 'alpha-Mangostin', 'Alpha-mangostin', 'alpha-Mangostin', 'SID124882890', 'alpha-mangostin', 'alpha-mangostin', '1,3,6-trihydroxy-7-methoxy-2,8-bis(3-methylbut-2-enyl)-9H-xanthen-9-one', 'Mangostin', 'SID11113168', 'alpha-mangostin', 'SID26749746', 'SID26749747', 'alpha-mangostin', 'alpha-mangostin', '1,3,6-trihydroxy-7-methoxy-2,8-bis(3-methylbut-2-enyl)-9H-xanthen-9-one', 'Mangostin; 1,3,6-trihydroxy-7-methoxy-2,8-bis(3-methylbut-2-en-1-yl)-9H-xanthen-9-one', 'alpha-Mangostin', 'alpha-mangostin', 'alpha-mangostin', '1,3,6-trihydroxy-7-methoxy-2,8-bis(3-methylbut-2-enyl)-9H-xanthen-9-one', 'SID124882891', 'SID124882892', 'alpha-mangostin', 'alpha-mangostin', 'alpha-mangostin', 'alpha-MANGOSTIN', 'alpha-mangostin', 'alpha-mangostin', 'alpha-mangostin', 'alpha-mangostin', 'alpha-mangostin', 'Mangostin', 'alpha-mangostin', 'alpha-mangostin', 'alpha-mangostin', 'CO-ADD:0137187', 'alpha-Mangostin', 'SID26753771', 'Alpha-mangostin', '1,3,6-trihydroxy-7-methoxy-2,8-bis(3-methylbut-2-enyl)-9H-xanthen-9-one', 'alpha-mangostin', 'alpha-mangostin', '1,3,6-trihydroxy-7-methoxy-2,8-bis(3-methylbut-2-enyl)-9H-xanthen-9-one', '1,3,6-trihydroxy-7-methoxy-2,8-diprenylxanthone', 'alpha-Mangostin', 'alpha-mangostin', 'alpha-Mangostin', 'alpha-Mangostin', '1,3,6-trihydroxy-7-methoxy-2,8-bis(3-methylbut-2-enyl)xanthen-9-one', 'alpha-Mangostin', 'alpha-Mangostin', 'alpha-Mangostin', 'alpha-mangostin', '1,3,6-trihydroxy-7-methoxy-2,8-bis(3-methylbut-2-en-1-yl)-9H-xanthen-9-one', '1,3,6-trihydroxy-7-methoxy-2,8-bis(3-methylbut-2-enyl)xanthen-9-one', 'Alpha-Mangostin', 'Alpha-Mangostin', 'alpha-Mangostin', '1,3,6-trihydroxy-7-methoxy-2,8-bis(3-methylbut-2-enyl)xanthen-9-one', 'Alpha-Mangostin', 'Bioadhesin A', 'Alpha-mangostin', 'alpha-Mangostin', 'alpha-mangostin', 'alpha-Mangostin', '1,3,6-trihydroxy-7-methoxy-2,8-bis(3-methylbut-2-enyl)xanthen-9-one', '1,3,6-trihydroxy-7-methoxy-2,8-bis(3-methylbut-2-en-1-yl)-9H-xanthen-9-one', '1,3,6-trihydroxy-7-methoxy-2,8-bis(3-methylbut-2-en-1-yl)-9H-xanthen-9-one']"
"CHEMBL3127144";"";"";"Small molecule";"";"229.24";"1";"1";"1.40";"74.85";"3";"2";"0";"2";"N";"0.82";"2";"MOL";"-1";"17";"-1.23";"C12H11N3O2";"CC(=O)Nc1nc(-c2ccccc2)cc(=O)[nH]1";"PYPFWHLLDHWKQH-UHFFFAOYSA-N";"InChI=1S/C12H11N3O2/c1-8(16)13-12-14-10(7-11(17)15-12)9-5-3-2-4-6-9/h2-7H,1H3,(H2,13,14,15,16,17)";"False";"-1";"['9']";"['N-(6-oxo-4-phenyl-1,6-dihydropyrimidin-2-yl)acetamide']"
"CHEMBL85381";"";"";"Small molecule";"";"226.29";"1";"1";"0.88";"63.83";"7";"2";"0";"0";"N";"0.52";"0";"MOL";"-1";"14";"-0.98";"C7H6N4OS2";"Oc1nc2nc(S)nc-2c2n1CCS2";"FKSKBFFPDBVMOE-UHFFFAOYSA-N";"InChI=1S/C7H6N4OS2/c12-7-10-4-3(8-6(13)9-4)5-11(7)1-2-14-5/h1-2H2,(H2,8,9,10,12,13)";"False";"-1";"['5a']";"['2-Mercapto-7,8-dihydro-3H-thiazolo[2,3-i]purin-5-one']"
"CHEMBL4165088";"";"";"Small molecule";"";"262.29";"11";"12";"0.10";"96.25";"5";"4";"0";"2";"N";"0.26";"1";"MOL";"-1";"18";"-1.19";"C11H10N4O2S";"Nc1ccccc1NC=C1C(=O)NC(=S)NC1=O";"WEKKASROYRXSDS-UHFFFAOYSA-N";"InChI=1S/C11H10N4O2S/c12-7-3-1-2-4-8(7)13-5-6-9(16)14-11(18)15-10(6)17/h1-5,13H,12H2,(H2,14,15,16,17,18)";"False";"-1";"['7a']";"['5-((2-Aminophenylamino)methylene)-2-thioxodihydropyrimidine-4,6(1H,5H)-dione']"
"CHEMBL2420121";"";"";"Small molecule";"";"497.49";"2";"3";"2.84";"171.24";"11";"2";"1";"9";"N";"0.20";"4";"MOL";"-1";"35";"-2.02";"C21H19N7O6S";"CCOC(=O)Cn1ncc2c(Nc3ccc(NS(=O)(=O)c4ccc([N+](=O)[O-])cc4)cc3)ncnc21";"HVENRIGDNKTWTQ-UHFFFAOYSA-N";"InChI=1S/C21H19N7O6S/c1-2-34-19(29)12-27-21-18(11-24-27)20(22-13-23-21)25-14-3-5-15(6-4-14)26-35(32,33)17-9-7-16(8-10-17)28(30)31/h3-11,13,26H,2,12H2,1H3,(H,22,23,25)";"False";"-1";"['5b']";"['Ethyl 2-(4-((4-(4-nitrophenylsulfonamido)phenyl)amino)-1H-pyrazolo[3,4-d]pyrimidin-1-yl)acetate']"
"CHEMBL2420117";"";"";"Small molecule";"";"326.32";"2";"3";"1.61";"122.03";"7";"3";"0";"5";"N";"0.65";"3";"MOL";"-1";"24";"-1.74";"C15H14N6O3";"CC(=O)Nc1ccc(Nc2ncnc3c2cnn3CC(=O)O)cc1";"PJONLXFLYZURCX-UHFFFAOYSA-N";"InChI=1S/C15H14N6O3/c1-9(22)19-10-2-4-11(5-3-10)20-14-12-6-18-21(7-13(23)24)15(12)17-8-16-14/h2-6,8H,7H2,1H3,(H,19,22)(H,23,24)(H,16,17,20)";"False";"-1";"['6f']";"['2-(4-((4-Acetamidophenyl)amino)-1H-pyrazolo[3,4-d]pyrimidin-1-yl)acetic acid']"
"CHEMBL285671";"APPARICINE";"";"Small molecule";"";"264.37";"6";"6";"3.96";"19.03";"1";"1";"0";"0";"N";"0.71";"2";"MOL";"-1";"20";"1.84";"C18H20N2";"C=C1c2[nH]c3ccccc3c2CN2CC[C@H]1/C(=C\C)C2";"LCVACABZTLIWCE-CRAFIKPXSA-N";"InChI=1S/C18H20N2/c1-3-13-10-20-9-8-14(13)12(2)18-16(11-20)15-6-4-5-7-17(15)19-18/h3-7,14,19H,2,8-11H2,1H3/b13-3-/t14-/m1/s1";"False";"-1";"['5', '11', '75']";"['Apparicine', '(-)-Apparicine', '(-)-Apparicine']"
"CHEMBL2420114";"";"";"Small molecule";"";"424.44";"2";"3";"2.46";"139.10";"8";"3";"0";"7";"N";"0.41";"4";"MOL";"-1";"30";"-1.84";"C19H16N6O4S";"O=C(O)Cn1ncc2c(Nc3ccc(NS(=O)(=O)c4ccccc4)cc3)ncnc21";"JPBXGZDLGRQQMY-UHFFFAOYSA-N";"InChI=1S/C19H16N6O4S/c26-17(27)11-25-19-16(10-22-25)18(20-12-21-19)23-13-6-8-14(9-7-13)24-30(28,29)15-4-2-1-3-5-15/h1-10,12,24H,11H2,(H,26,27)(H,20,21,23)";"False";"-1";"['6c']";"['2-(4-((4-(Phenylsulfonamido)phenyl)amino)-1H-pyrazolo[3,4-d]pyrimidin-1-yl)acetic acid']"
"CHEMBL82756";"";"";"Small molecule";"";"206.25";"1";"1";"1.79";"74.69";"4";"2";"0";"4";"N";"0.75";"2";"MOL";"-1";"15";"-1.20";"C10H14N4O";"CCCCCc1nc(O)c2c[nH]nc2n1";"CNFAAYNOTQHSFA-UHFFFAOYSA-N";"InChI=1S/C10H14N4O/c1-2-3-4-5-8-12-9-7(6-11-14-9)10(15)13-8/h6H,2-5H2,1H3,(H2,11,12,13,14,15)";"False";"-1";"['8d']";"['6-Pentyl-1,5-dihydro-pyrazolo[3,4-d]pyrimidin-4-one']"
"CHEMBL5398074";"";"";"";"";"228.28";"1";"1";"2.60";"54.46";"4";"1";"0";"2";"N";"0.73";"3";"MOL";"-1";"16";"-2.51";"C11H8N4S";"c1cc(-c2ccc(-c3nnn[nH]3)cc2)cs1";"XCJPRCHIKARHLN-UHFFFAOYSA-N";"InChI=1S/C11H8N4S/c1-3-9(11-12-14-15-13-11)4-2-8(1)10-5-6-16-7-10/h1-7H,(H,12,13,14,15)";"False";"-1";"['IIl']";"['5-(4-(thiophen-3-yl)phenyl)-1H-tetrazole']"
"CHEMBL5561810";"";"";"";"";"325.30";"2";"2";"4.08";"79.65";"4";"2";"0";"4";"N";"0.76";"3";"MOL";"-1";"24";"-0.66";"C18H12FNO4";"O=C(O)c1ccc(-c2cncc(Oc3ccc(F)cc3)c2)cc1O";"VQORFUITFOLAHL-UHFFFAOYSA-N";"InChI=1S/C18H12FNO4/c19-13-2-4-14(5-3-13)24-15-7-12(9-20-10-15)11-1-6-16(18(22)23)17(21)8-11/h1-10,21H,(H,22,23)";"False";"-1";"['II2']";"['4-(5-(4-Fluorophenoxy)pyridin-3-yl)-2-hydroxybenzoic acid']"
"CHEMBL4095244";"";"";"Small molecule";"";"296.25";"1";"2";"0.69";"110.19";"7";"2";"0";"1";"N";"0.53";"4";"MOL";"-1";"22";"-1.34";"C13H8N6O3";"O=c1[nH]c2[nH]ncc2c2nc(-c3ccc4c(c3)OCO4)nn12";"MJILHISTIJLOCQ-UHFFFAOYSA-N";"InChI=1S/C13H8N6O3/c20-13-16-11-7(4-14-17-11)12-15-10(18-19(12)13)6-1-2-8-9(3-6)22-5-21-8/h1-4H,5H2,(H2,14,16,17,20)";"False";"-1";"['235']";"['2-(benzo[d][1,3]dioxol-5-yl)-6,7-dihydro-5H-pyrazolo[4,3-e][1,2,4]triazolo[1,5-c]pyrimidin-5-one']"
"CHEMBL560455";"";"";"Small molecule";"";"355.73";"7";"20";"-0.04";"129.22";"7";"4";"0";"3";"N";"0.61";"2";"MOL";"-1";"24";"0.62";"C15H14ClNO7";"O=C(O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ccc(Cl)cc2c1=O";"IFFPNCKBDBQCNL-FMKGYKFTSA-N";"InChI=1S/C15H14ClNO7/c16-6-1-2-9-7(3-6)11(19)8(15(22)23)4-17(9)14-13(21)12(20)10(5-18)24-14/h1-4,10,12-14,18,20-21H,5H2,(H,22,23)/t10-,12-,13-,14-/m1/s1";"False";"-1";"['1', '1', '1', 'Neq140']";"['6-chloro-1,4-dihydro-4-oxo-1-(D-ribofuranosyl)-quinoline-3-carboxylic acid', '6-chloro-1-((2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid', '6-chloro-1-((2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid', '6-chloro-1,4-dihydro-4-oxo-1-(beta-D-ribofuranosyl)quinoline-3-carboxylic acid']"
